iter	RMSE
227	33.77788074
228	33.77394084
229	33.76872001
230	33.76081468
231	33.75740017
232	33.75203013
233	33.74146524
234	33.73668659
235	33.72719119
236	33.72194188
237	33.7184551
238	33.71247412
239	33.70437603
240	33.69879547
241	33.69634876
242	33.69003336
243	33.68129961
244	33.67661529
245	33.67082403
246	33.66374928
247	33.65491489
248	33.64703272
249	33.63514665
250	33.63080953
251	33.62636722
252	33.62031492
253	33.61121206
254	33.60547982
255	33.59844024
256	33.59506701
257	33.58755868
258	33.58019925
259	33.57718462
260	33.57257279
261	33.56739263
262	33.55683048
263	33.55011224
264	33.54643258
265	33.54224299
266	33.53952132
267	33.53138038
268	33.52486255
269	33.5189947
270	33.5149391
271	33.5110348
272	33.50805411
273	33.505044
274	33.5009853
275	33.49594029
276	33.49059151
277	33.48783219
278	33.48521716
279	33.48171543
280	33.47423374
281	33.47045312
282	33.46546678
283	33.45624272
284	33.45012773
285	33.44674827
286	33.44028036
287	33.4384089
288	33.43390438
289	33.42981981
290	33.42686793
291	33.42453554
292	33.42160607
293	33.41710127
294	33.41382062
295	33.41035491
296	33.40426143
297	33.40205111
298	33.39471689
299	33.38908805
300	33.3841295
301	33.37983093
302	33.37755126
303	33.37548854
304	33.36903739
305	33.36496226
306	33.36167414
307	33.35959971
308	33.35656481
309	33.35288217
310	33.35007803
311	33.34743487
312	33.34476655
313	33.34351485
314	33.33893694
315	33.33640697
316	33.33190439
317	33.32696702
318	33.32404074
319	33.32244957
320	33.32004622
321	33.31592219
322	33.31003304
323	33.3087581
324	33.30135123
325	33.30034131
326	33.29789051
327	33.29432746
328	33.288533
329	33.2835877
330	33.28085666
331	33.27845932
332	33.27402634
333	33.27142717
334	33.2688336
335	33.26543965
336	33.26032213
337	33.25738239
338	33.25371901
339	33.25017604
340	33.24707465
341	33.2445872
342	33.24038196
343	33.23797351
344	33.23582101
345	33.23173263
346	33.22741193
347	33.22215363
348	33.21912614
349	33.21588015
350	33.21109843
351	33.20910186
352	33.20609696
353	33.20140048
354	33.19962826
355	33.19549268
356	33.19406175
357	33.19127423
358	33.18842267
359	33.18360628
360	33.18129152
361	33.179399
362	33.17505708
363	33.17260641
364	33.17057031
365	33.16480555
366	33.1613078
367	33.15749035
368	33.15439662
369	33.15142645
370	33.15004498
371	33.14824821
372	33.14698089
373	33.14296157
374	33.14037692
375	33.13655623
376	33.13372853
377	33.13041476
378	33.12688643
379	33.12525302
380	33.12358788
381	33.12083515
382	33.11753141
383	33.11517518
384	33.1134275
385	33.11024229
386	33.10881898
387	33.10658874
388	33.10333924
389	33.101777
390	33.09803422
391	33.09471359
392	33.09348883
393	33.08956827
394	33.08706056
395	33.08403936
396	33.08230489
397	33.08127428
398	33.07854143
399	33.07669206
400	33.07307657
401	33.07171928
402	33.06915545
403	33.06553542
404	33.06218107
405	33.05774462
406	33.05695272
407	33.05494832
408	33.0537054
409	33.05127987
410	33.04873091
411	33.04545935
412	33.04276487
413	33.04069439
414	33.03801398
415	33.03560272
416	33.03412201
417	33.03208468
418	33.03015253
419	33.02702239
420	33.02489276
421	33.02349132
422	33.02138163
423	33.01981601
424	33.01740602
425	33.01345433
426	33.0111109
427	33.00836399
428	33.00536822
429	33.00445394
430	33.00077434
431	32.99929125
432	32.99702949
433	32.99571396
434	32.9928868
435	32.99081431
436	32.98873689
437	32.98529911
438	32.98352513
439	32.9809734
440	32.97839655
441	32.97534189
442	32.9738395
443	32.97138839
444	32.97048573
445	32.96897902
446	32.9659572
447	32.96492143
448	32.9639234
449	32.96214311
450	32.95997064
451	32.95779056
452	32.95577396
453	32.95286778
454	32.9507643
455	32.94882817
456	32.94770457
457	32.9454451
458	32.94315567
459	32.94164372
460	32.93988246
461	32.93887338
462	32.93772833
463	32.93619971
464	32.93355896
465	32.9326291
466	32.93151047
467	32.93015932
468	32.92930728
469	32.92767864
470	32.92650813
471	32.92557392
472	32.92375841
473	32.92293204
474	32.92135461
475	32.92047266
476	32.91911664
477	32.91694776
478	32.91522211
479	32.91291196
480	32.91101857
481	32.90928475
482	32.90761207
483	32.90675497
484	32.90476495
485	32.90354216
486	32.90252741
487	32.90018976
488	32.89830419
489	32.89689607
490	32.89506565
491	32.89359408
492	32.89185004
493	32.88947558
494	32.88747675
495	32.88553586
496	32.8841603
497	32.88266521
498	32.88127342
499	32.87965604
500	32.87769592
501	32.87709813
502	32.87561359
503	32.87433757
504	32.87267936
505	32.87184902
506	32.87035084
507	32.8691394
508	32.86716289
509	32.86617442
510	32.86515858
511	32.86462516
512	32.86398936
513	32.86312806
514	32.8614732
515	32.85999317
516	32.85850224
517	32.85707937
518	32.85593584
519	32.85456115
520	32.85275924
521	32.85228306
522	32.85139253
523	32.84967274
524	32.84878073
525	32.84712853
526	32.84646149
527	32.84572758
528	32.84505682
529	32.84386336
530	32.84252484
531	32.84169229
532	32.84107523
533	32.83989353
534	32.83914168
535	32.83734961
536	32.8363288
537	32.83463476
538	32.8330287
539	32.83124859
540	32.83061959
541	32.82948056
542	32.8286397
543	32.82808483
544	32.82656509
545	32.82588754
546	32.82506332
547	32.82401605
548	32.82249308
549	32.82101741
550	32.81952263
551	32.81818787
552	32.81674502
553	32.81609398
554	32.81507165
555	32.81383136
556	32.81299593
557	32.81251508
558	32.81183601
559	32.81108049
560	32.81003765
561	32.80903712
562	32.80810687
563	32.80720731
564	32.80634353
565	32.80578137
566	32.80480502
567	32.80364356
568	32.80266537
569	32.80176083
570	32.80115524
571	32.80002289
572	32.79892463
573	32.79843479
574	32.79753473
575	32.7969253
576	32.79603517
577	32.79512606
578	32.79403929
579	32.79333308
580	32.79228389
581	32.79159782
582	32.79088524
583	32.7900329
584	32.78926958
585	32.78839093
586	32.78703755
587	32.78618689
588	32.78519394
589	32.78406153
590	32.78373357
591	32.78249939
592	32.78174934
593	32.78131297
594	32.78059251
595	32.77999347
596	32.77881604
597	32.77780518
598	32.77717867
599	32.77641671
600	32.77601782
601	32.77478527
602	32.77401439
603	32.7728862
604	32.77207099
605	32.77170702
606	32.77119816
607	32.77006554
608	32.76944857
609	32.76860274
610	32.76814527
611	32.76733415
612	32.76632768
613	32.76571207
614	32.76528397
615	32.7646029
616	32.76371307
617	32.76299177
618	32.76233728
619	32.76188692
620	32.76097575
621	32.76039423
622	32.75983841
623	32.75921933
624	32.75783638
625	32.75742777
626	32.75674196
627	32.75632935
628	32.75590865
629	32.75515326
630	32.75481603
631	32.75397467
632	32.75267495
633	32.75154882
634	32.75093939
635	32.75011282
636	32.74971074
637	32.74891939
638	32.74848787
639	32.74816891
640	32.74739935
641	32.74670671
642	32.74606363
643	32.74520672
644	32.7443856
645	32.74360509
646	32.74326912
647	32.74292001
648	32.7423703
649	32.74158507
650	32.74119871
651	32.74046791
652	32.74006515
653	32.73960302
654	32.73890859
655	32.73844892
656	32.73805559
657	32.73772696
658	32.73745956
659	32.73691752
660	32.73633507
661	32.73583421
662	32.73517455
663	32.73470256
664	32.73359609
665	32.73281484
666	32.73219191
667	32.73114057
668	32.73056994
669	32.73013479
670	32.72942904
671	32.72869786
672	32.72814534
673	32.72741566
674	32.72697952
675	32.72601538
676	32.72513001
677	32.72431999
678	32.72360197
679	32.72324162
680	32.72268645
681	32.72211931
682	32.72143616
683	32.72092941
684	32.72048097
685	32.72011713
686	32.71985161
687	32.7189482
688	32.71843528
689	32.71804048
690	32.71759224
691	32.7170211
692	32.71641658
693	32.71556986
694	32.71496783
695	32.71464017
696	32.71425999
697	32.71407104
698	32.71358952
699	32.71324834
700	32.71287688
701	32.71240726
702	32.71215211
703	32.7116098
704	32.7110138
705	32.71055724
706	32.70967492
707	32.7094171
708	32.70875849
709	32.70845433
710	32.7081463
711	32.70771865
712	32.70692743
713	32.70622029
714	32.7059462
715	32.70534724
716	32.70511469
717	32.70490935
718	32.70407335
719	32.70382157
720	32.7031246
721	32.70242119
722	32.70226774
723	32.70165158
724	32.70101109
725	32.7004583
726	32.70026312
727	32.69991551
728	32.69967498
729	32.6990167
730	32.69878789
731	32.6981737
732	32.69739435
733	32.69705473
734	32.69677588
735	32.69625523
736	32.69589774
737	32.69565275
738	32.69528285
739	32.69495062
740	32.69463101
741	32.69429566
742	32.69378922
743	32.69353095
744	32.69327637
745	32.69269757
746	32.69221194
747	32.69197749
748	32.69123248
749	32.69082702
750	32.69063143
751	32.69016023
752	32.68936275
753	32.68890674
754	32.68868334
755	32.68842157
756	32.68816946
757	32.68762387
758	32.68725543
759	32.68678473
760	32.68627902
761	32.68617557
762	32.68591846
763	32.68553726
764	32.68526783
765	32.68495176
766	32.68477581
767	32.68444577
768	32.68413156
769	32.68377307
770	32.68359346
771	32.68330347
772	32.68276111
773	32.68224912
774	32.6819097
775	32.68108685
776	32.68081937
777	32.68024034
778	32.67985596
779	32.6795093
780	32.67924035
781	32.67885268
782	32.67823783
783	32.67785164
784	32.67753519
785	32.67692693
786	32.67665275
787	32.67650675
788	32.67624914
789	32.67567001
790	32.67552843
791	32.67531171
792	32.67491083
793	32.67474439
794	32.67436832
795	32.67410231
796	32.67380886
797	32.67357203
798	32.67338213
799	32.67312328
800	32.6729159
801	32.67261342
802	32.67241244
803	32.67203209
804	32.67158949
805	32.67143233
806	32.67108877
807	32.6706708
808	32.67051881
809	32.67016821
810	32.6695265
811	32.66909979
812	32.66876504
813	32.66853901
814	32.66813778
815	32.66748024
816	32.66721139
817	32.66709786
818	32.66693033
819	32.66676353
820	32.66641406
821	32.66618285
822	32.66599435
823	32.66567147
824	32.6652914
825	32.66504808
826	32.66485637
827	32.66453501
828	32.66413731
829	32.66397099
830	32.66347354
831	32.66305889
832	32.66288284
833	32.6626119
834	32.66231395
835	32.66209663
836	32.6615318
837	32.6613576
838	32.6611436
839	32.66088228
840	32.66063396
841	32.66049582
842	32.66020821
843	32.66006517
844	32.659785
845	32.65962485
846	32.65927653
847	32.65898885
848	32.65864081
849	32.65837863
850	32.65816561
851	32.65797085
852	32.65762229
853	32.65744827
854	32.65724055
855	32.65686111
856	32.65662559
857	32.6563636
858	32.65611648
859	32.65583366
860	32.65568432
861	32.65524788
862	32.65498913
863	32.65474064
864	32.65466079
865	32.65413154
866	32.65378289
867	32.65354745
868	32.65339244
869	32.65325198
870	32.65303655
871	32.65276635
872	32.652634
873	32.65251396
874	32.65236085
875	32.65217055
876	32.6519139
877	32.65172007
878	32.6515299
879	32.6513902
880	32.65101544
881	32.65085154
882	32.65064461
883	32.65032867
884	32.65007102
885	32.64993807
886	32.64983245
887	32.64953448
888	32.64931158
889	32.64917582
890	32.64880937
891	32.64870084
892	32.64853142
893	32.64842372
894	32.64825643
895	32.64808217
896	32.64790921
897	32.64776945
898	32.64759046
899	32.6472455
900	32.64704081
901	32.64678856
902	32.64648759
903	32.64639809
904	32.64625337
905	32.64609333
906	32.64581521
907	32.64564328
908	32.64543712
909	32.6450015
910	32.64479129
911	32.64467065
912	32.64439049
913	32.64421754
914	32.64403872
915	32.64398753
916	32.64376362
917	32.64355506
918	32.64338241
919	32.64318023
920	32.64303802
921	32.64293292
922	32.64274939
923	32.64259006
924	32.64233139
925	32.64220112
926	32.64193085
927	32.64176865
928	32.64151816
929	32.6412885
930	32.64124203
931	32.64100461
932	32.64085379
933	32.64077765
934	32.64058868
935	32.64047275
936	32.64035155
937	32.6401202
938	32.64000041
939	32.63991776
940	32.63967552
941	32.6395631
942	32.63941269
943	32.63919916
944	32.6389657
945	32.63884774
946	32.63871312
947	32.63860728
948	32.63846035
949	32.63839165
950	32.63827879
951	32.63817633
952	32.63807205
953	32.63792483
954	32.63782302
955	32.63769121
956	32.63758717
957	32.63742745
958	32.63733533
959	32.63712875
960	32.63700892
961	32.63677305
962	32.63668539
963	32.63658847
964	32.6363423
965	32.63621826
966	32.63607883
967	32.63596383
968	32.63578964
969	32.63567236
970	32.63559292
971	32.63549108
972	32.63542479
973	32.63530762
974	32.63524291
975	32.63487912
976	32.6347451
977	32.63461443
978	32.63449587
979	32.63438935
980	32.63431675
981	32.63414595
982	32.63406313
983	32.63389902
984	32.63380258
985	32.63374493
986	32.63367339
987	32.63357471
988	32.63340163
989	32.63332863
990	32.63315644
991	32.63299112
992	32.63285582
993	32.63277547
994	32.6325969
995	32.63240606
996	32.63225844
997	32.63213005
998	32.63206551
999	32.63182664
